"crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","black","lstat","medv"
0.213707,28.6,7.618,0,0.5603,8.3629,63.83,10.17445,9.1,429,24.83,487.123,12.376,31.85
0.247949,28.6,7.618,0,0.5603,8.7334,22.75,10.17445,9.1,429,24.83,511.862,8.528,34.06
0.18239,28.6,7.618,0,0.5603,8.4331,16.9,9.61571,9.1,429,24.83,515.164,7.67,31.72
0.278317,28.6,7.618,0,0.5603,8.3694,11.57,9.61571,9.1,429,24.83,490.191,4.667,32.24
0.106873,28.6,7.618,0,0.5603,9.0441,8.84,11.57871,9.1,429,24.83,501.917,4.589,38.48
0.479622,28.6,7.618,0,0.5603,10.7367,10.92,11.57871,9.1,429,24.83,515.97,4.602,55.64
0.062647,104,4.732,0,0.5096,7.9404,41.6,11.98639,1.3,409.5,21.32,510.757,8.541,28.47
0.046124,104,4.732,0,0.5096,7.6388,24.83,11.98639,1.3,409.5,21.32,513.734,12.025,27.17
0.019994,117,4.875,0,0.5122,9.6902,44.46,8.23693,3.9,317.2,20.67,502.242,4.043,57.2
0.795002,26,5.161,0,0.8411,11.3152,112.97,2.3413,6.5,343.2,16.9,506.61,6.656,65
0.862563,26,5.161,0,0.8411,9.5329,130,2.46298,6.5,343.2,16.9,498.277,10.127,46.8
0.853645,26,5.161,0,0.8411,8.8946,130,2.61391,6.5,343.2,16.9,509.509,8.97,39.13
0.702143,26,5.161,0,0.8411,9.3639,106.34,2.74573,6.5,343.2,16.9,510.64,12.467,43.94
0.694356,26,5.161,0,0.8411,9.776,116.22,2.78174,6.5,343.2,16.9,504.881,9.438,56.03
0.676182,26,5.161,0,0.8411,10.9174,118.95,2.97505,6.5,343.2,16.9,502.918,7.683,63.44
1.072838,26,5.161,0,0.8411,9.5251,122.85,2.70244,6.5,343.2,16.9,511.446,14.625,40.3
0.715091,26,5.161,0,0.8411,9.3678,119.08,2.50913,6.5,343.2,16.9,504.257,10.53,47.45
0.990106,26,5.161,0,0.8411,7.228,81.64,2.58245,6.5,343.2,16.9,510.12,13.585,29.64
1.02141,26,5.161,0,0.8411,9.1182,109.98,2.77277,6.5,343.2,16.9,499.291,19.227,39.91
0.751842,26,5.161,0,0.7475,10.7861,87.1,3.14808,6.5,343.2,16.9,499.902,9.672,65
0.70265,26,5.161,0,0.7475,9.711,68.38,3.7336,6.5,343.2,16.9,507.39,4.108,56.55
0.117845,26,9.048,1.3,0.6032,7.696,79.95,5.09275,3.9,289.9,24.18,508.742,17.745,26.91
0.388908,26,9.048,0,0.6032,7.6128,54.73,5.7577,3.9,289.9,24.18,505.245,16.9,27.43
0.210743,26,9.048,0,0.6032,8.112,21.19,5.7577,3.9,289.9,24.18,515.97,8.567,32.76
0.14898,26,9.048,0,0.6032,8.4994,76.31,5.09275,3.9,289.9,24.18,513.448,10.049,31.72
0.288444,26,9.048,1.3,0.6032,9.9983,67.34,5.67645,3.9,289.9,24.18,508.001,8.554,45.76
0.073372,52,8.333,1.3,0.5811,8.7854,42.77,5.30088,5.2,330.2,22.88,515.97,4.589,42.12
0.124852,52,8.333,0,0.5811,8.9102,55.64,5.54749,5.2,330.2,22.88,515.97,3.874,41.6
0.136097,52,8.333,1.3,0.5811,9.4471,63.7,6.22336,5.2,330.2,22.88,506.025,7.865,43.16
0.079651,52,8.333,1.3,0.5811,8.8738,35.88,6.32164,5.2,330.2,22.88,511.485,5.408,43.03
0.103714,52,8.333,0,0.5811,8.4266,41.73,5.38239,5.2,330.2,22.88,515.97,9.347,37.83
0.273494,26,4.329,0,0.57577,8.8556,41.86,5.33091,6.5,280.8,19.37,515.97,6.305,45.63
0.046514,26,4.329,0,0.57577,10.166,83.85,6.10311,6.5,280.8,19.37,503.503,4.888,59.02
0.048165,26,4.329,0,0.57577,9.0584,48.36,6.81811,6.5,280.8,19.37,509.899,5.967,46.02
0.079677,26,4.329,1.3,0.57577,9.9385,64.61,6.77547,6.5,280.8,19.37,490.191,3.913,59.8
0.019513,117,1.573,1.3,0.5213,10.2999,32.24,7.6505,1.3,257.4,17.68,514.176,4.108,65
0.011778,117,3.861,0,0.52,9.2144,27.04,9.49949,1.3,370.5,19.89,513.136,10.205,41.86
0.014248,71.5,2.925,0,0.5057,8.3889,41.47,9.49949,1.3,390,19.89,513.136,10.699,28.6
0.025545,104,2.288,0,0.5005,8.099,40.95,11.81596,1.3,313.3,23.66,444.08,16.809,26.13
0.050323,68.25,6.916,0,0.5265,8.0717,40.69,9.51236,7.8,380.9,21.58,515.97,9.282,30.16
0.05967,68.25,6.916,0,0.5265,8.2095,59.28,9.51236,7.8,380.9,21.58,515.97,9.88,28.99
0.055861,68.25,6.916,0,0.5265,8.5345,29.77,9.51236,7.8,380.9,21.58,483.236,12.363,32.24
0.045526,104,6.435,0,0.5343,8.9193,36.27,6.65171,5.2,318.5,24.96,515.97,4.329,37.05
0.102518,104,6.435,0,0.5343,9.2924,36.01,6.65171,5.2,318.5,24.96,515.97,4.628,48.49
0.046995,104,6.435,0,0.5343,8.619,30.42,6.65171,5.2,318.5,24.96,515.97,6.11,36.27
0.107445,0,18.096,0,0.5681,7.9651,23.92,7.15351,5.2,375.7,20.8,515.97,11.154,31.07
0.106587,0,18.096,0,0.5681,7.8117,54.99,7.15351,5.2,375.7,20.8,515.97,13.52,28.21
0.168116,0,18.096,0,0.5681,8.6814,40.43,7.74852,5.2,375.7,20.8,515.97,8.151,37.18
0.069836,0,18.096,0,0.5681,8.5137,66.3,7.74852,5.2,375.7,20.8,510.705,9.607,35.23
0.183339,0,18.096,0,0.5681,7.527,75.4,8.216,5.2,375.7,20.8,515.97,20.592,26.39
0.084058,91,2.912,0,0.52,8.2485,26.13,10.17614,6.5,465.4,19.24,478.712,6.461,29.25
0.072293,91,2.912,0,0.52,9.1533,13,10.17614,6.5,465.4,19.24,483.054,6.162,37.7
0.057421,91,2.912,0,0.52,8.9323,61.62,10.17614,6.5,465.4,19.24,508.118,7.891,32.24
0.045981,44.2,7.917,0,0.5629,8.567,52.52,7.13921,9.1,427.7,20.93,514.475,12.35,28.6
0.120458,44.2,7.917,0,0.5629,8.4435,23.92,7.13921,9.1,427.7,20.93,498.693,11.271,34.32
0.13,44.2,7.917,0,0.5629,9.0766,23.01,7.13921,9.1,427.7,20.93,507.559,6.318,43.03
0.071695,42.9,2.834,0,0.6136,9.4068,53.43,5.2286,9.1,288.6,23.92,511.784,9.009,46.93
0.071227,42.9,2.834,0,0.6136,8.6008,75.53,4.381,9.1,288.6,23.92,511.368,11.609,36.92
0.097539,42.9,2.834,0,0.6136,9.646,93.47,4.02896,9.1,288.6,23.92,515.97,8.411,43.42
0.064116,42.9,2.834,0,0.6136,8.9037,91.39,4.13751,9.1,288.6,23.92,515.97,9.789,36.66
0.640874,0,12.87,0,0.7072,8.6255,107.25,4.31275,5.2,395.2,23.92,515.97,5.902,29.64
0.45422,0,12.87,0,0.7072,7.7636,99.71,4.03325,5.2,395.2,23.92,515.112,12.961,26.39
3.426124,0,12.87,0,0.7072,6.4649,49.14,3.27522,5.2,395.2,23.92,455.585,16.432,20.93
1.027533,0,12.87,0,0.7072,7.9586,68.64,3.43239,5.2,395.2,23.92,515.97,7.774,28.73
0.340197,0,12.87,0,0.7072,7.8299,117.52,3.6842,5.2,395.2,23.92,515.19,15.236,25.22
0.350194,0,12.87,0,0.7072,8.1458,107.64,4.24164,5.2,395.2,23.92,511.407,10.27,28.08
0.47996,0,12.87,0,0.7072,8.5371,113.49,4.68299,5.2,395.2,23.92,514.397,12.064,30.94
0.329628,0,12.87,0,0.7072,7.4165,101.01,5.1285,5.2,395.2,23.92,515.346,14.95,21.06
0.413751,0,12.87,0,0.7072,7.6882,108.16,5.19818,5.2,395.2,23.92,507.91,23.829,23.14
0.318786,0,12.87,0,0.7072,7.5166,93.21,5.24121,5.2,395.2,23.92,515.97,20.722,25.74
0.522626,0,12.87,0,0.7072,8.2966,87.36,4.59225,5.2,395.2,23.92,513.773,13.468,30.03
0.618111,0,12.87,0,0.7072,7.9469,76.44,5.20247,5.2,395.2,23.92,515.099,16.549,27.3
0.21788,0,9.594,0,0.6409,8.3538,67.99,5.90252,6.5,373.1,25.48,515.97,9.36,30.94
0.236067,0,9.594,0,0.6409,8.2888,70.59,5.90252,6.5,373.1,25.48,515.97,8.931,30.03
0.456482,0,9.594,0,0.6409,7.8533,64.87,6.13743,6.5,373.1,25.48,515.97,10.01,26.52
0.369096,0,9.594,0,0.6409,7.4204,96.59,6.13743,6.5,373.1,25.48,508.469,15.262,24.05
0.443417,0,9.594,0,0.6409,8.3395,52.13,6.13743,6.5,373.1,25.48,515.97,7.956,32.5
0.249418,0,9.594,0,0.6409,8.3603,19.11,7.04067,6.5,373.1,25.48,511.784,6.604,31.98
0.394511,0,9.594,0,0.6409,8.2056,37.57,7.04067,6.5,373.1,25.48,515.97,7.995,29.9
0.313339,0,9.594,0,0.6409,7.9079,56.81,7.04067,6.5,373.1,25.48,515.97,16.627,28.86
0.086021,0,4.212,0,0.598,7.6284,33.54,6.77898,5.2,559,21.97,497.172,12.961,25.09
0.087412,0,4.212,0,0.598,8.2329,22.36,6.77898,5.2,559,21.97,487.773,9.542,29.38
0.059072,0,4.212,0,0.598,7.9872,41.86,7.63568,5.2,559,21.97,479.141,11.817,25.74
0.065299,45.5,7.878,0,0.56927,7.4178,36.92,8.63291,1.3,395.2,21.97,512.226,16.159,22.23
0.045058,45.5,7.878,0,0.56927,7.8403,30.29,8.63291,1.3,395.2,21.97,470.925,10.179,25.22
0.066079,0,6.747,0,0.6695,8.2108,49.53,8.39592,6.5,291.2,26.26,506.623,7.384,28.86
0.048594,0,6.747,0,0.6695,8.203,50.05,8.39592,6.5,291.2,26.26,506.22,8.775,26.91
0.051493,0,6.747,0,0.6695,7.8481,44.85,7.78089,6.5,291.2,26.26,515.97,10.413,27.43
0.044551,0,6.747,0,0.6695,7.6297,60.19,6.80043,6.5,291.2,26.26,515.97,12.74,25.35
0.039533,0,6.747,0,0.6695,7.6635,77.48,7.2995,6.5,291.2,26.26,513.253,13.728,24.05
0.042978,0,6.747,0,0.6695,7.8767,48.49,6.25586,6.5,291.2,26.26,514.982,11.063,26.78
0.071461,0,6.747,0,0.6695,7.7805,59.02,6.25586,6.5,291.2,26.26,515.97,12.662,24.7
0.079963,0,6.747,0,0.6695,7.7584,76.05,6.25586,6.5,291.2,26.26,515.97,12.077,24.31
0.016913,45.5,1.976,0,0.5746,9.4133,64.09,9.14927,1.3,369.2,20.15,513.162,7.137,42.51
0.032474,0,2.457,0,0.6734,8.502,77.61,8.14697,1.3,548.6,20.67,506.948,11.245,21.45
0.033059,71.5,4.914,0,0.6292,8.7048,73.32,7.45173,6.5,481,22.88,515.97,9.334,31.07
0.039637,71.5,4.914,0,0.6292,8.9362,36.53,8.40502,6.5,481,22.88,504.361,5.993,40.56
0.040469,0,5.707,0,0.5746,7.8182,63.05,10.41768,3.9,457.6,24.44,501.332,13.689,22.75
0.080106,0,5.707,0,0.5746,7.6674,67.99,10.41768,3.9,457.6,24.44,473.993,16.471,22.36
0.02431,110.5,5.395,0,0.5577,8.4708,36.01,11.09589,5.2,456.3,23.27,510.159,8.268,30.03
0.019513,104,2.613,0,0.5655,8.6255,38.61,10.8472,5.2,364,22.1,508.222,7.787,31.85
0.037687,52,1.625,0,0.5577,9.0207,44.85,11.42973,1.3,435.5,25.61,506.805,7.657,34.58
0.080743,52,1.625,0,0.5577,8.437,57.72,11.42973,1.3,435.5,25.61,515.97,7.774,29.77
0.10335,78,2.197,0,0.5343,8.5527,46.67,13.92339,5.2,534.3,23.79,482.014,7.137,31.33
0.094172,78,2.197,0,0.5343,7.6492,24.05,13.92339,5.2,534.3,23.79,510.029,10.127,24.18
0.022217,117,2.626,0,0.533,8.7464,46.93,15.76445,6.5,243.1,22.1,499.798,5.85,39.13
0.055913,104,2.483,0,0.5369,7.3619,28.47,13.76141,5.2,434.2,28.6,497.64,10.465,23.66
0.138567,104,2.483,0,0.5369,7.7168,25.35,13.76141,5.2,434.2,28.6,488.852,7.241,26.78
11.677848,0,23.53,1.3,1.001,8.0756,126.62,2.75886,31.2,865.8,26.26,491.049,22.88,23.14
5.00461,0,23.53,1.3,1.001,8.3135,118.3,3.25676,31.2,865.8,26.26,508.742,17.251,28.21
6.762301,0,23.53,1.3,1.001,7.9651,108.42,3.53951,31.2,865.8,26.26,514.059,14.924,29.51
5.539703,0,23.53,0,1.001,7.9456,105.69,3.26183,31.2,865.8,26.26,507.962,16.471,29.38
5.904496,0,23.53,0,1.001,8.3174,114.4,3.27366,31.2,865.8,26.26,486.928,10.127,32.5
4.987892,0,23.53,0,1.001,8.1263,118.43,2.98415,31.2,865.8,26.26,455.845,18.447,25.87
4.781686,0,23.53,0,1.001,6.9706,125.06,2.73468,31.2,865.8,26.26,495.027,13.247,27.04
5.489107,0,23.53,1.3,1.001,7.5439,115.7,2.47611,31.2,865.8,26.26,458.952,19.032,21.84
4.516564,0,23.53,1.3,0.9334,11.414,107.77,2.47611,31.2,865.8,26.26,460.915,6.877,28.47
5.922631,0,23.53,0,0.9334,4.6293,114.27,2.09716,31.2,865.8,26.26,461.11,9.256,35.75
4.806035,0,23.53,0,0.9334,6.4519,118.82,2.27799,31.2,865.8,26.26,410.839,18.2,28.47
17.57886,0,23.53,0,0.8203,5.0219,130,1.96378,31.2,865.8,26.26,170.846,17.329,30.03
6.367686,0,23.53,0,0.8203,6.461,130,1.73225,31.2,865.8,26.26,488.176,4.238,65
7.370974,0,23.53,1.3,0.8203,8.6879,125.84,1.76371,31.2,865.8,26.26,487.929,4.849,65
8.500388,0,23.53,1.3,0.8203,9.1208,126.75,1.56312,31.2,865.8,26.26,509.665,3.848,65
12.00199,0,23.53,0,0.8203,8.0808,130,1.51983,31.2,865.8,26.26,475.995,12.389,65
10.747425,0,23.53,1.3,0.8684,7.6375,116.48,1.46848,31.2,865.8,26.26,452.244,11.544,65
14.44053,0,23.53,0,0.8684,6.3778,130,1.52646,31.2,865.8,26.26,515.97,45.201,17.94
24.04766,0,23.53,0,0.8684,5.3794,130,1.4781,31.2,865.8,26.26,515.97,49.361,17.94
25.49183,0,23.53,0,0.8723,9.5069,127.27,1.71119,31.2,865.8,26.26,515.97,17.472,19.5
19.8744,0,23.53,0,0.8723,8.6437,121.29,1.74837,31.2,865.8,26.26,471.926,30.212,18.07
12.770537,0,23.53,0,0.8723,8.8322,128.44,1.7654,31.2,865.8,26.26,515.97,27.612,17.29
30.74266,0,23.53,0,0.8723,8.294,125.06,1.80193,31.2,865.8,26.26,515.97,30.797,17.03
23.22671,0,23.53,0,0.8723,8.0899,130,1.80193,31.2,865.8,26.26,511.862,28.314,13.26
115.66906,0,23.53,0,0.8723,9.0584,119.47,1.84145,31.2,865.8,26.26,515.97,22.373,13.52
20.63672,0,23.53,0,0.8723,8.5085,128.83,1.97496,31.2,865.8,26.26,515.97,27.404,14.17
11.943126,0,23.53,0,0.91,7.1968,130,2.05452,31.2,865.8,26.26,515.97,30.68,14.69
10.390224,0,23.53,0,0.91,7.176,130,1.99303,31.2,865.8,26.26,515.97,31.928,15.99
26.11037,0,23.53,0,0.91,5.6784,118.56,1.87135,31.2,865.8,26.26,371.579,39.819,11.44
21.85534,0,23.53,0,0.91,6.8601,127.53,1.85393,31.2,865.8,26.26,515.97,40.053,9.36
31.71194,0,23.53,0,0.91,6.0476,130,1.90736,31.2,865.8,26.26,515.97,36.764,13.65
29.37623,0,23.53,0,0.91,6.5,116.35,1.97392,31.2,865.8,26.26,515.97,41.587,9.62
18.63381,0,23.53,0,0.91,6.344,130,2.06635,31.2,865.8,26.26,484.796,39.806,13.26
10.597262,0,23.53,0,0.91,7.007,128.57,2.24653,31.2,865.8,26.26,515.97,27.105,14.95
9.050795,0,23.53,0,0.91,7.4269,126.1,2.50445,31.2,865.8,26.26,512.759,22.243,19.63
6.880965,0,23.53,0,0.91,7.8663,107.25,2.81814,31.2,865.8,26.26,491.894,24.388,30.16
15.05127,0,23.53,0,0.91,6.5468,126.1,2.301,31.2,865.8,26.26,515.97,33.384,12.61
11.238188,0,23.53,0,0.9009,8.0509,120.38,2.32856,31.2,865.8,26.26,515.97,19.721,17.94
17.36774,0,23.53,0,0.9009,7.6531,123.11,2.31673,31.2,865.8,26.26,515.97,21.255,16.51
11.331775,0,23.53,0,0.9009,8.4123,128.44,2.24341,31.2,865.8,26.26,509.574,22.256,17.03
7.633665,0,23.53,0,0.9009,8.3265,124.8,2.17984,31.2,865.8,26.26,515.97,25.181,16.25
9.973626,0,23.53,0,0.9009,7.4711,128.57,2.12342,31.2,865.8,26.26,511.03,25.896,11.05
49.85734,0,23.53,0,0.9009,7.0889,130,1.93648,31.2,865.8,26.26,515.97,39.767,6.5
12.891515,0,23.53,0,0.9009,7.6076,101.14,1.95052,31.2,865.8,26.26,439.608,38.961,8.19
32.55993,0,23.53,0,0.9009,7.7831,130,2.06544,31.2,865.8,26.26,515.97,34.801,7.28
18.50706,0,23.53,0,0.9009,8.2459,130,2.04633,31.2,865.8,26.26,515.97,26.416,9.36
12.474423,0,23.53,0,0.9009,8.3252,130,2.1307,31.2,865.8,26.26,488.943,26.403,15.73
32.24221,0,23.53,0,0.9009,6.9537,124.8,2.21364,31.2,865.8,26.26,515.97,25.701,10.79
53.98796,0,23.53,0,0.9009,7.1903,111.02,2.08962,31.2,865.8,26.26,428.298,35.594,11.05
88.29704,0,23.53,0,0.9009,7.3879,130,1.85302,31.2,865.8,26.26,500.461,29.874,6.5
26.93106,0,23.53,0,0.8567,5.3794,130,1.53153,31.2,865.8,26.26,481.286,30.342,15.47
15.53643,0,23.53,0,0.8567,7.2904,130,1.67076,31.2,865.8,26.26,431.717,15.769,36.27
9.625057,0,23.53,0,0.7761,7.3021,127.27,1.89111,31.2,865.8,26.26,409.032,34.32,22.36
18.76979,0,23.53,0,0.7761,8.9076,130,1.90515,31.2,865.8,26.26,233.168,25.714,35.75
66.47654,0,23.53,0,0.7761,7.4841,130,1.8369,31.2,865.8,26.26,3.38,13.143,19.5
18.26591,0,23.53,0,0.7761,8.6541,130,1.98575,31.2,865.8,26.26,45.565,27.586,22.36
24.4543,0,23.53,0,0.7761,6.0164,130,2.02007,31.2,865.8,26.26,37.427,44.681,23.27
37.25254,0,23.53,0,0.7761,6.7015,130,2.06622,31.2,865.8,26.26,274.261,26.104,21.19
59.46993,0,23.53,0,0.9009,5.8747,130,2.15566,31.2,865.8,26.26,114.751,48.074,9.1
23.50998,0,23.53,0,0.8827,8.3642,130,2.38511,31.2,865.8,26.26,35.425,37.765,9.36
14.08446,0,23.53,0,0.8827,8.8166,118.04,2.36535,31.2,865.8,26.26,28.041,33.527,9.75
33.72278,0,23.53,0,0.8827,6.8952,115.83,2.14175,31.2,865.8,26.26,165.568,34.632,13.52
95.59433,0,23.53,0,0.8827,7.7441,130,2.34338,31.2,865.8,26.26,21.385,26.806,11.44
15.35599,0,23.53,0,0.9334,8.8712,99.45,2.3322,31.2,865.8,26.26,62.985,29.562,10.92
14.41362,0,23.53,0,0.9334,8.3343,130,2.41657,31.2,865.8,26.26,414.375,19.526,21.71
9.129367,0,23.53,0,0.9334,7.8078,123.89,2.43698,31.2,865.8,26.26,415.974,20.41,18.46
15.66266,0,23.53,0,0.7982,7.3424,113.88,2.53656,31.2,865.8,26.26,379.015,18.33,27.04
9.165546,0,23.53,0,0.7982,7.9339,110.63,2.62834,31.2,865.8,26.26,3.276,30.277,17.42
11.429756,0,23.53,0,0.7592,7.2345,91.78,2.68255,31.2,865.8,26.26,4.745,22.308,15.21
20.61839,0,23.53,0,0.8827,7.6648,124.02,2.48248,31.2,865.8,26.26,9.984,31.707,10.79
15.92136,0,23.53,0,0.7592,7.5881,77.61,2.59688,31.2,865.8,26.26,32.045,20.397,13.26
48.96047,0,23.53,0,0.8827,8.0626,102.31,2.42177,31.2,865.8,26.26,24.466,18.876,14.17
9.577243,0,23.53,0,0.8827,8.0509,101.53,2.51628,31.2,865.8,26.26,125.749,27.976,14.3
12.140557,0,23.53,0,0.8827,8.294,124.28,2.55866,31.2,865.8,26.26,78.936,31.304,12.35
11.039769,0,23.53,0,0.7592,8.2524,111.93,2.66851,31.2,865.8,26.26,108.485,22.932,18.85
13.08099,0,23.53,0,0.7592,8.8829,122.59,2.71466,31.2,865.8,26.26,105.729,25.597,18.33
8.377265,0,23.53,0,0.7592,8.3525,97.24,2.86052,31.2,865.8,26.26,127.335,15.639,20.93
7.255391,0,23.53,0,0.9269,8.3668,114.27,3.01054,31.2,865.8,26.26,130.247,21.086,18.59
18.08742,0,23.53,0,0.9269,8.0704,123.5,2.88886,31.2,865.8,26.26,130.819,19.721,15.21
14.50852,0,23.53,0,0.962,8.6177,122.98,2.76211,31.2,865.8,26.26,142.805,30.251,17.42
18.74704,0,23.53,0,0.962,8.3993,121.29,2.60338,31.2,865.8,26.26,35.737,23.465,12.48
19.73036,0,23.53,0,0.962,7.9976,130,2.48846,31.2,865.8,26.26,12.116,34.385,11.31
17.78153,0,23.53,0,0.962,7.7155,114.27,2.36678,31.2,865.8,26.26,89.635,44.226,10.92
12.207819,0,23.53,0,0.962,7.3151,122.07,2.36236,31.2,865.8,26.26,515.97,29.744,16.64
28.66643,0,23.53,0,0.962,7.5634,120.12,2.42606,31.2,865.8,26.26,508.885,28.743,13.65
12.641434,0,23.53,0,0.962,8.3278,126.36,2.68463,31.2,865.8,26.26,501.748,25.376,22.23
7.366281,0,23.53,0,0.962,8.0847,130,2.60624,31.2,865.8,26.26,514.397,21.567,23.92
12.956502,0,23.53,0,0.962,8.4305,130,2.57192,31.2,865.8,26.26,502.749,24.505,20.02
16.64299,0,23.53,0,0.962,7.6102,125.58,2.46428,31.2,865.8,26.26,312.676,30.927,14.04
13.87334,0,23.53,0,0.962,8.3967,123.24,2.58427,31.2,865.8,26.26,55.978,31.174,15.34
8.174491,0,23.53,0,0.962,8.2433,125.32,2.6936,31.2,865.8,26.26,413.413,23.127,19.37
12.902305,0,23.53,0,0.962,8.1263,125.58,2.8574,31.2,865.8,26.26,505.076,21.372,16.38
12.127817,0,23.53,0,0.9269,8.0405,128.31,2.94008,31.2,865.8,26.26,515.97,23.569,18.33
9.783813,0,23.53,0,0.9269,8.3421,127.79,2.8405,31.2,865.8,26.26,395.473,25.103,16.9
8.733036,0,23.53,0,0.9269,8.7737,120.38,3.02068,31.2,865.8,26.26,0.416,22.672,17.42
7.073482,0,23.53,0,0.9269,8.6515,127.66,3.06176,31.2,865.8,26.26,461.877,23.049,19.76
6.617221,0,23.53,0,0.9269,8.1861,119.34,3.07866,31.2,865.8,26.26,500.617,22.451,20.93
10.722517,0,23.53,0,0.9269,9.6109,129.09,3.18851,31.2,865.8,26.26,488.631,21.762,23.14
12.367719,0,23.53,0,0.9269,8.7464,122.33,3.24493,31.2,865.8,26.26,8.684,24.323,19.37
6.178081,0,23.53,0,0.9269,8.4825,112.45,3.16654,31.2,865.8,26.26,66.196,23.569,18.33
6.069479,0,23.53,0,0.9269,7.7688,114.27,3.35478,31.2,865.8,26.26,13.624,24.713,16.51
10.660754,0,23.53,0,0.9269,7.7168,104.39,3.61296,31.2,865.8,26.26,4.55,22.022,17.55
10.077899,0,23.53,0,0.9269,8.1913,108.81,3.61803,31.2,865.8,26.26,353.873,21.099,19.37
8.841521,0,23.53,0,0.9269,7.9053,109.72,3.53275,31.2,865.8,26.26,515.97,19.11,26
6.255769,0,23.53,0,0.9269,8.7113,117,3.37675,31.2,865.8,26.26,331.799,21.346,21.32
4.801043,0,23.53,0,0.9269,8.2888,114.92,3.33723,31.2,865.8,26.26,508.859,19.045,23.01
8.651396,0,23.53,0,0.9269,8.2121,107.9,3.55472,31.2,865.8,26.26,515.97,18.187,25.35
7.567495,0,23.53,0,0.9269,8.4669,116.87,3.64208,31.2,865.8,26.26,511.966,13.377,26.26
10.191116,0,23.53,0,0.8515,8.0717,85.02,3.85242,31.2,865.8,26.26,515.97,17.186,27.82
4.11268,0,23.53,0,0.8515,7.4867,62.66,3.98645,31.2,865.8,26.26,434.72,18.369,25.87
4.907474,0,23.53,0,0.8515,7.7376,110.11,3.73295,31.2,865.8,26.26,28.613,22.295,24.7
5.748964,0,23.53,0,0.7592,7.8039,122.85,3.30239,31.2,865.8,26.26,430.677,27.716,24.83
20.24841,0,23.53,0,0.754,7.7038,92.3,3.78092,31.2,865.8,26.26,479.362,23.569,24.83
16.99763,0,23.53,0,0.754,7.4269,73.71,3.67081,31.2,865.8,26.26,515.97,19.188,26.13
5.653427,0,23.53,0,0.754,8.0171,109.2,3.94342,31.2,865.8,26.26,515.97,21.177,25.87
5.249933,0,23.53,0,0.6916,8.0977,117.91,4.02909,31.2,865.8,26.26,513.929,16.731,25.48
4.639284,0,23.53,0,0.754,8.3681,97.5,3.76545,31.2,865.8,26.26,511.381,18.668,30.16
6.040957,0,23.53,0,0.7982,9.074,87.88,3.29277,31.2,865.8,26.26,487.084,15.158,38.74
10.472527,0,23.53,0,0.7592,7.0551,124.02,3.15874,31.2,865.8,26.26,458.354,23.582,17.94
8.311056,0,23.53,0,0.7592,8.0106,126.62,2.8678,31.2,865.8,26.26,393.588,31.33,17.29
6.332833,0,23.53,0,0.7982,8.4292,121.68,2.99689,31.2,865.8,26.26,515.073,24.284,21.71
19.53042,0,23.53,0,0.7982,6.8952,126.49,2.73091,31.2,865.8,26.26,454.324,32.383,15.6
13.3029,0,23.53,0,0.7982,8.0405,125.71,2.82165,31.2,865.8,26.26,493.61,23.439,18.98
18.63381,0,23.53,0,0.7982,8.0977,114.4,2.53656,31.2,865.8,26.26,498.316,17.043,27.82
7.571213,0,23.53,0,0.6916,8.1146,84.11,4.45146,31.2,865.8,26.26,515.97,13.962,29.9
7.420634,0,23.53,0,0.6916,8.775,97.37,4.33121,31.2,865.8,26.26,510.991,10.062,30.81
7.450508,0,23.53,0,0.6916,9.1793,100.1,4.43378,31.2,865.8,26.26,513.864,9.113,32.5
3.663894,0,23.53,0,0.6916,7.4906,52.39,5.32779,31.2,865.8,26.26,510.796,13.546,28.34
3.092141,0,23.53,0,0.7579,7.6323,54.47,4.8412,31.2,865.8,26.26,481.949,17.342,26.78
4.775771,0,23.53,0,0.7579,8.2056,67.47,5.18921,31.2,865.8,26.26,505.206,13.754,27.56
7.399275,0,23.53,0,0.7579,7.9482,103.74,4.60967,31.2,865.8,26.26,510.484,19.474,24.83
6.286371,0,23.53,0,0.7579,7.6765,69.16,4.09799,31.2,865.8,26.26,504.686,14.885,26.78
0.196118,0,36.062,0,0.7917,7.0902,120.51,2.36717,5.2,924.3,26.13,513.617,23.478,19.76
0.238381,0,36.062,0,0.7917,7.0382,127.79,2.28202,5.2,924.3,26.13,447.265,31.161,9.1
0.269698,0,36.062,0,0.7917,6.6209,127.4,2.36938,5.2,924.3,26.13,413.959,38.584,10.53
0.137462,0,36.062,0,0.7917,7.7779,128.44,2.42853,5.2,924.3,26.13,507.143,23.491,17.68
0.144716,0,36.062,0,0.7917,7.7779,108.55,2.74287,5.2,924.3,26.13,515.97,17.355,26.13
0.225303,0,12.597,0,0.7605,7.4191,70.2,3.09621,7.8,508.3,24.96,515.97,15.613,28.34
0.363441,0,12.597,0,0.7605,7.7038,55.38,3.09621,7.8,508.3,24.96,515.97,17.667,31.85
0.232687,0,12.597,0,0.7605,7.371,37.44,3.63818,7.8,508.3,24.96,511.277,22.88,30.03
0.37648,0,12.597,0,0.7605,7.007,94.77,3.63818,7.8,508.3,24.96,515.97,27.482,25.61
0.348894,0,12.597,0,0.7605,7.5322,91.78,3.76051,7.8,508.3,24.96,515.97,18.33,23.79
0.310856,0,12.597,0,0.7605,7.8247,84.89,3.13183,7.8,508.3,24.96,515.97,16.796,27.56
